,,,,,,,,,,,,
DANH SÁCH BỆNH THEO DANH MỤC ICD,,,,,,,,,,,,
Ngày 19 tháng 08 năm 2021,,,,,,,,,,,,
,,,,,,,,,,,,
STT,Mã,Tên bệnh ,Nhóm bệnh,Mãn tính,Bệnh của,Thường gập,Bệnh năm,Không BH,Ngoài DS,Chuyên khoa,Mô tả,Hiệu lực
131,X97,"Tấn công bằng khói, cháy và lửa ",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
132,X98,"Tấn công bằng hơi nước, hơi nước nóng và vật nóng",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
133,X99,"Tấn công bằng vật nhọn, sắc",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
134,Y00,Tấn công bằng vật tù,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
135,Y01,Tấn công bằng đẩy từ chỗ cao,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
136,Y02,Tấn công bằng đẩy hay đặt nạn nhân trước vật đang chuyển động,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
137,Y03,Tấn công bằng đâm xe động cơ,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
138,Y04,Tấn công bằng sức cơ thể,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
139,Y05,Tấn công tình dục bằng sức người,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
140,Y06,Cẩu thả hay bỏ rơi,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
141,Y06.0,Do vợ - chồng hay người cộng tác,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
142,Y06.1,Do cha mẹ,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
143,Y06.2,Do người quen hay bạn,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
144,Y06.8,"Do người khác, biết rõ đặc điểm",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
145,Y06.9,"Do người khác, không biết rõ đặc điểm",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
146,Y07,Các hội chứng hành hạ khác,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
147,Y07.0,Do vợ - chồng hay người cộng tác,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
148,Y07.1,Do cha mẹ,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
149,Y07.2,Do người quen hay bạn,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
150,Y07.3,Do công chức có thẩm quyền,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
151,Y07.8,"Do người khác, biết đặc điểm",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
152,Y07.9,Do người không rõ đặc điểm,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
153,Y08,"Tấn công bằng phương tiện khác, biết đặc điểm",Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
154,Y09,Tấn công bằng phương tiện khác không rõ đặc điểm,Tấn công,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
155,Y10,"Ngộ độc và phơi nhiễm thuốc giảm đau, hạ sốt, chống thấp không có thuốc phiện, không rõ ý đồ",Biến cố do ý đồ không xác định được.,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
156,Y11,"Ngộ độc và phơi nhiễm thuốc chống động kinh, an thần-gây ngủ, chống parkinson và hướng thần, không được xếp loại ở chỗ khác, không rõ ý đồ",Biến cố do ý đồ không xác định được.,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
157,Z96.7,Sự có mặt dụng cụ cấy ghép xương và gân,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
158,Z96.8,Sự có mặt dụng cụ cấy ghép chức năng xác định khác,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
159,Z96.9,"Sự có mặt dụng cụ cấy ghép chức năng, không đặc hiệu",Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
160,Z97,Sự có mặt của các dụng cụ cấy ghép khác,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
161,Z97.0,Sự có mặt mắt giả,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
162,Z97.1,Sự có mặt của chi giả (toàn bộ) (một phần),Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
163,Z97.2,Sự có mặt của dụng cụ chỉnh hình răng (toàn bộ) (một phần),Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
164,Z97.3,Sự có mặt của mắt kính và thấu kính tiếp xúc,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
165,Z97.4,Sự có mặt của dụng cụ trợ thính bên ngoài,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
166,Z97.5,Sự có mặt của dụng cụ tránh thai (trong tử cung),Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
167,Z97.8,Sự có mặt của các dụng cụ xác định khác,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
168,Z98,Các tình trạng hậu phẫu thuật,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
169,Z98.0,Tình trạng nối tắt ruột và nối ruột,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
170,Z98.1,Tình trạng đóng cứng khớp,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
171,Z98.2,Sự có mặt dụng cụ dẫn lưu dịch não tủy,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
172,Z98.8,Các tình trạng hậu phẫu xác định khác,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
173,Z99,"Tình trạng phụ thuộc vào các thiết bị và dụng cụ, chưa được phân loại ở phần khác",Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
174,Z99.0,Phụ thuộc máy hút,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
175,Z99.1,Phụ thuộc máy thở,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
176,Z99.2,Phụ thuộc chạy thận nhân tạo,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
177,Z99.3,Phụ thuộc vào xe lăn,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
178,Z99.4,Lệ thuộc vào tim nhân tạo,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
179,Z99.8,Phụ thuộc vào các thiết bị và dụng cụ khác,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
180,Z99.9,Phụ thuộc vào thiết bị và dụng cụ không xác định,Những người có nguy cơ sức khỏe tiềm ẩn liên quan đến bệnh sử gia đình và cá nhân và một số tình trạng ảnh hưởng đến sức khỏe,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
181,U04,Hội chứng suy hô hấp cấp tính nặng [SARS],Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
182,U04.9,"Hội chứng suy hô hấp cấp tính nặng [SARS], không đặc hiệu",Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
183,U06,Sử dụng mã U06 trong trường cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
184,U06.0,Sử dụng mã U06.0 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
185,U06.1,Sử dụng mã U06.1 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
186,U06.2,Sử dụng mã U06.2 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
187,U06.3,Sử dụng mã U06.3 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
188,U06.4,Sử dụng mã U06.4 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
189,U06.5,Sử dụng mã U06.5 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
190,U06.6,Sử dụng mã U06.6 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
191,U06.7,Sử dụng mã U06.7 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
192,U06.8,Sử dụng mã U06.8 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
193,U06.9,Sử dụng mã U06.9 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
194,U07,Sử dụng mã U07 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
195,U07.0,Sử dụng mã U07.0 trong cấp cứu,Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
196,U07.1,COVID-19 xác định (có kết quả xét nghiệm khẳng định SARS-CoV-2 dương tính),Mã tạm thời cho một số bệnh mới hoặc chưa rõ bệnh nguyên hoặc sử dụng trong cấp cứu,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
197,H27.9,"Bệnh thể thủy tinh, không đặc hiệu",Bệnh thủy tinh thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
198,H28,Đục thủy tinh thể và bệnh của thủy tinh thể khác trong các bệnh phân loại nơi khác,Bệnh thủy tinh thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
199,H28.0*,Đục thể thủy tinh do đái tháo đường (E10-E14 với ký tự thứ tư là .3†),Bệnh thủy tinh thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
200,H28.1*,"Đục thể thủy tinh trong các bệnh nội tiết, dinh dưỡng và chuyển hóa khác",Bệnh thủy tinh thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
201,H28.2*,Đục thể thủy tinh trong bệnh khác phân loại nơi khác,Bệnh thủy tinh thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
202,H28.8*,Bệnh khác của thể thủy tinh trong các bệnh phân loại nơi khác,Bệnh thủy tinh thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
203,H30,Viêm hắc võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
204,H30.0,Viêm hắc võng mạc khu trú,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
205,H30.1,Viêm hắc võng mạc rải rác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
206,H30.2,Viêm thể mi sau,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
207,H30.8,Bệnh viêm hắc võng mạc khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
208,H30.9,"Viêm hắc võng mạc, không đặc hiệu",Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
209,H31,Bệnh khác của hắc mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
210,H31.0,Sẹo hắc võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
211,H31.1,thoái hóa hắc mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
212,H31.2,Loạn dưỡng hắc mạc di truyền,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
213,H31.3,Xuất huyết và rách hắc mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
214,H31.4,Bong hắc mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
215,H31.8,Bệnh xác định khác của hắc mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
216,H31.9,"Bệnh hắc mạc, không đặc hiệu",Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
217,H32,Bệnh hắc võng mạc trong các bệnh phân loại nơi khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
218,H32*,Bệnh hắc võng mạc trong các bệnh phân loại nơi khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
219,H32.0*,Viêm hắc võng mạc trong bệnh nhiễm trùng và ký sinh trùng phân loại nơi khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
220,H32.8*,Bệnh hắc võng mạc khác trong các bệnh phân loại nơi khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
221,H33,Bong và rách võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
222,H33.0,Bong võng mạc có vết rách,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
223,H33.1,Tách lớp võng mạc và nang võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
224,H33.2,Bong võng mạc thanh dịch,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
225,H33.3,Vết rách võng mạc không có bong,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
226,H33.4,Bong võng mạc do kéo,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
227,H33.5,Bong võng mạc khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
228,H34,Tắc mạch võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
229,H34.0,Tắc động mạch võng mạc thoáng qua,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
230,H34.1,Tắc động mạch trung tâm võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
231,H34.2,Tắc động mạch võng mạc khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
232,H34.8,Các tắc mạch võng mạc khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
233,H34.9,"Tắc mạch võng mạc, không đặc hiệu",Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
234,H35,Các bệnh võng mạc khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
235,H35.0,Bệnh lý võng mạc sơ phát và biến đổi mạch máu võng mạc,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
236,H35.1,Bệnh lý võng mạc của trẻ đẻ non,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
237,H35.2,Bệnh lý võng mạc tăng sinh khác,Bệnh hắc mạc và võng mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
238,T29,Bỏng và ăn mòn nhiều vùng cơ thể,Bỏng và ăn mòn,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
